"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.641,,
"FIN","Finland","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.719,,
"FIN","Finland","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.775,,
"FIN","Finland","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.751,,
"FRA","France","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.53,,
"FRA","France","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.1570001,,
"FRA","France","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.063,,
"DEU","Germany","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,14.454,,
"DEU","Germany","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,15.606,,
"DEU","Germany","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,14.656,,
"DEU","Germany","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.808,,
"DEU","Germany","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.819,,
"DEU","Germany","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.772,,
"DEU","Germany","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.2579999,,
"DEU","Germany","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.4519999,,
"DEU","Germany","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.3529999,,
"DEU","Germany","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.802,,
"DEU","Germany","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.897,,
"DEU","Germany","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.892,,
"GRC","Greece","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,10.959,,
"GRC","Greece","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,9.4060001,,
"GRC","Greece","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,11.105,,
"GRC","Greece","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.62,,
"GRC","Greece","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.605,,
"GRC","Greece","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.6109999,,
"GRC","Greece","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.2060001,,
"GRC","Greece","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.846,,
"GRC","Greece","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.835,,
"GRC","Greece","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.979,,
"GRC","Greece","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.774,,
"GRC","Greece","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.76,,
"HUN","Hungary","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,20.1,,
"HUN","Hungary","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,18.719999,,
"HUN","Hungary","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,15.34,,
"HUN","Hungary","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,15.3,,
"HUN","Hungary","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.848,,
"HUN","Hungary","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.798,,
"HUN","Hungary","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.701,,
"HUN","Hungary","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.674,,
"HUN","Hungary","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,4.7839999,,
"HUN","Hungary","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,4.6259999,,
"HUN","Hungary","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,4.3119998,,
"HUN","Hungary","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,4.2140002,,
"HUN","Hungary","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.589,,
"HUN","Hungary","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.573,,
"HUN","Hungary","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.5350001,,
"HUN","Hungary","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.517,,
"ISL","Iceland","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,14.289,,
"ISL","Iceland","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,10.511,,
"ISL","Iceland","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.778,,
"ISL","Iceland","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.6569999,,
"ISL","Iceland","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.119,,
"ISL","Iceland","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.0929999,,
"ISL","Iceland","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.7539999,,
"ISL","Iceland","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.8660001,,
"IRL","Ireland","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,17.6,,
"IRL","Ireland","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,22.9,,
"IRL","Ireland","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,20,,
"IRL","Ireland","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,19.1,,
"IRL","Ireland","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.8660001,,
"IRL","Ireland","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.956,,
"IRL","Ireland","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.845,,
"IRL","Ireland","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.987,,
"IRL","Ireland","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.77,,
"IRL","Ireland","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.8770001,,
"IRL","Ireland","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.7909999,,
"IRL","Ireland","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,4.1459999,,
"IRL","Ireland","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.02,,
"IRL","Ireland","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.982,,
"IRL","Ireland","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.0550001,,
"IRL","Ireland","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.086,,
"ITA","Italy","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,7.3200002,,
"ITA","Italy","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,7.1079998,,
"ITA","Italy","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.5,,
"ITA","Italy","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.5,,
"ITA","Italy","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.3329999,,
"ITA","Italy","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.4170001,,
"ITA","Italy","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.556,,
"ITA","Italy","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.6109999,,
"JPN","Japan","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,8.0620003,,
"JPN","Japan","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,8.1409998,,
"JPN","Japan","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,8.3100004,,
"JPN","Japan","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,8.441,,
"JPN","Japan","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.61,,
"JPN","Japan","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.603,,
"JPN","Japan","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.609,,
"JPN","Japan","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.614,,
"JPN","Japan","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.8499999,,
"JPN","Japan","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.8859999,,
"JPN","Japan","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.925,,
"JPN","Japan","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,2.914,,
"JPN","Japan","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.77,,
"JPN","Japan","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.8,,
"JPN","Japan","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.818,,
"JPN","Japan","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.806,,
"KOR","Korea","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,16.1312108531218,,
"KOR","Korea","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,16.0122044530745,,
"KOR","Korea","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,16.4800852508825,,
"KOR","Korea","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,16.5897521241387,,
"KOR","Korea","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,2.13725490196078,,
"KOR","Korea","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,2.12551953449709,,
"KOR","Korea","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,2.10890302066773,,
"KOR","Korea","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,2.11523588553751,,
"KOR","Korea","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,4.61125319693095,,
"KOR","Korea","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,4.80133000831255,,
"KOR","Korea","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,4.62241653418124,,
"KOR","Korea","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,4.70843000773395,,
"KOR","Korea","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.15755883526127,,
"KOR","Korea","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.2588971450919,,
"KOR","Korea","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.19185827365247,,
"KOR","Korea","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.22595978062157,,
"NLD","Netherlands","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.586,,
"NLD","Netherlands","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.8169999,,
"NLD","Netherlands","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.776,,
"NZL","New Zealand","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,11.784,,
"NZL","New Zealand","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,12.103,,
"NZL","New Zealand","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,11.719,,
"NZL","New Zealand","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,12.932,,
"NZL","New Zealand","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.58,,
"NZL","New Zealand","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.5880001,,
"NZL","New Zealand","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.586,,
"NZL","New Zealand","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.586,,
"NZL","New Zealand","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.0309999,,
"NZL","New Zealand","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.148,,
"NZL","New Zealand","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.1340001,,
"NZL","New Zealand","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.188,,
"NZL","New Zealand","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.919,,
"NZL","New Zealand","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.983,,
"NZL","New Zealand","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.976,,
"NZL","New Zealand","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.0090001,,
"NOR","Norway","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.603,,
"NOR","Norway","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.6289999,,
"NOR","Norway","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.647,,
"NOR","Norway","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.656,,
"NOR","Norway","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.517,,
"NOR","Norway","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.5680001,,
"NOR","Norway","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.6010001,,
"NOR","Norway","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,2.638,,
"NOR","Norway","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.5700001,,
"NOR","Norway","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.576,,
"NOR","Norway","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.579,,
"NOR","Norway","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,1.5930001,,
"POL","Poland","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,21.028,,
"POL","Poland","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,2.053,,
"POL","Poland","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,2.076,,
"POL","Poland","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,4.487,,
"POL","Poland","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,4.6570001,,
"POL","Poland","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.1860001,,
"POL","Poland","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.244,,
"PRT","Portugal","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,6.46,,
"PRT","Portugal","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,4.8979998,,
"PRT","Portugal","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,5.651,,
"PRT","Portugal","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.546,,
"PRT","Portugal","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.529,,
"PRT","Portugal","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.585,,
"PRT","Portugal","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.701,,
"PRT","Portugal","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.6700001,,
"PRT","Portugal","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.875,,
"PRT","Portugal","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.3929999,,
"PRT","Portugal","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.4000001,,
"PRT","Portugal","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.444,,
"ESP","Spain","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,12.439,,
"ESP","Spain","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,12.015,,
"ESP","Spain","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,11.114,,
"ESP","Spain","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.605,,
"ESP","Spain","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.635,,
"ESP","Spain","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.6,,
"ESP","Spain","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.1370001,,
"ESP","Spain","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.141,,
"ESP","Spain","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.9349999,,
"ESP","Spain","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.954,,
"ESP","Spain","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.9220001,,
"ESP","Spain","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.834,,
"SWE","Sweden","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.413,,
"SWE","Sweden","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.42,,
"SWE","Sweden","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.4,,
"SWE","Sweden","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.368,,
"SWE","Sweden","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,2.3629999,,
"SWE","Sweden","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,2.3559999,,
"SWE","Sweden","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.676,,
"SWE","Sweden","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,1.664,,
"SWE","Sweden","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,1.683,,
"CHE","Switzerland","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.423,,
"CHE","Switzerland","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,2.6470001,,
"CHE","Switzerland","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,1.859,,
"GBR","United Kingdom","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,15.901,,
"GBR","United Kingdom","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,16.171,,
"GBR","United Kingdom","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,16.191999,,
"GBR","United Kingdom","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,16.114,,
"GBR","United Kingdom","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,1.8279999,,
"GBR","United Kingdom","MEN","Men","P5010","Decile 5/Decile 1","2011","2011","P50P10","Interdecile ratio P50/P10","0","units",,,1.831,,
"GBR","United Kingdom","MEN","Men","P5010","Decile 5/Decile 1","2012","2012","P50P10","Interdecile ratio P50/P10","0","units",,,1.8200001,,
"GBR","United Kingdom","MEN","Men","P5010","Decile 5/Decile 1","2013","2013","P50P10","Interdecile ratio P50/P10","0","units",,,1.813,,
"GBR","United Kingdom","MEN","Men","P9010","Decile 9/Decile 1","2010","2010","P90P10","Interdecile ratio P90/P10","0","units",,,3.714,,
"GBR","United Kingdom","MEN","Men","P9010","Decile 9/Decile 1","2011","2011","P90P10","Interdecile ratio P90/P10","0","units",,,3.7709999,,
"GBR","United Kingdom","MEN","Men","P9010","Decile 9/Decile 1","2012","2012","P90P10","Interdecile ratio P90/P10","0","units",,,3.668,,
"GBR","United Kingdom","MEN","Men","P9010","Decile 9/Decile 1","2013","2013","P90P10","Interdecile ratio P90/P10","0","units",,,3.6689999,,
"GBR","United Kingdom","MEN","Men","P9050","Decile 9/Decile 5","2010","2010","P90P50","Interdecile ratio P90/P50","0","units",,,2.0309999,,
"GBR","United Kingdom","MEN","Men","P9050","Decile 9/Decile 5","2011","2011","P90P50","Interdecile ratio P90/P50","0","units",,,2.0599999,,
"GBR","United Kingdom","MEN","Men","P9050","Decile 9/Decile 5","2012","2012","P90P50","Interdecile ratio P90/P50","0","units",,,2.0150001,,
"GBR","United Kingdom","MEN","Men","P9050","Decile 9/Decile 5","2013","2013","P90P50","Interdecile ratio P90/P50","0","units",,,2.023,,
"USA","United States","MEN","Men","LPI","Low Pay Incidence","2010","2010","IDX","Index","0","units",,,21.566999,,
"USA","United States","MEN","Men","LPI","Low Pay Incidence","2011","2011","IDX","Index","0","units",,,21.837,,
"USA","United States","MEN","Men","LPI","Low Pay Incidence","2012","2012","IDX","Index","0","units",,,21.495001,,
"USA","United States","MEN","Men","LPI","Low Pay Incidence","2013","2013","IDX","Index","0","units",,,21.722,,
"USA","United States","MEN","Men","P5010","Decile 5/Decile 1","2010","2010","P50P10","Interdecile ratio P50/P10","0","units",,,2.197,,
